x0,z0,bottom_label,top_label,bottom_y_def,top_y_def,thickness_y,thickness_vec,reduction_y_mm,reduction_y_pct,top_u2,bottom_u2
-42.5,5.0,5689,5494,0.00046529452,0.14953476,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046524778,0.00046529452
-42.5,7.5,5688,5493,0.00046531038,0.14953478,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046523148,0.00046531038
-42.5,10.0,5687,5492,0.00046533043,0.14953479,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.00046521044,0.00046533043
-42.5,12.5,5686,5491,0.00046534126,0.1495348,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.00046519845,0.00046534126
-42.5,15.0,5685,5490,0.00046534446,0.1495348,0.14906946,0.14906945824623108,0.0009305417537689153,0.620361169179277,-0.00046519336,0.00046534446
-42.5,17.5,5684,5489,0.00046535282,0.14953482,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046518267,0.00046535282
-42.5,20.0,5683,5488,0.0004653606,0.14953484,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046517147,0.0004653606
-42.5,22.499998,5682,5487,0.00046536067,0.14953484,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046516673,0.00046536067
-42.5,25.0,5681,5486,0.00046535634,0.14953484,0.14906947,0.14906947314739227,0.0009305268526077215,0.6203512350718143,-0.00046516446,0.00046535634
-42.5,27.500002,5680,5485,0.00046535453,0.14953485,0.1490695,0.14906950294971466,0.0009304970502853338,0.6203313668568893,-0.00046515753,0.00046535453
-42.5,30.0,5679,5484,0.0004653536,0.14953487,0.14906952,0.14906951785087585,0.00093048214912414,0.6203214327494266,-0.0004651469,0.0004653536
-42.5,32.5,5678,5483,0.00046534475,0.14953487,0.14906952,0.14906951785087585,0.00093048214912414,0.6203214327494266,-0.0004651409,0.00046534475
-42.5,35.0,5677,5482,0.00046533908,0.14953488,0.14906955,0.14906954765319824,0.0009304523468017523,0.6203015645345016,-0.00046512723,0.00046533908
-42.5,37.5,5676,5481,0.00046533102,0.1495349,0.14906956,0.14906956255435944,0.0009304374456405584,0.6202916304270389,-0.00046511163,0.00046533102
-42.5,40.0,5675,5480,0.00046531745,0.14953491,0.14906959,0.14906959235668182,0.0009304076433181707,0.6202717622121139,-0.0004650968,0.00046531745
-42.5,42.5,5674,5479,0.0004653048,0.14953493,0.14906962,0.1490696221590042,0.000930377840995783,0.6202518939971887,-0.00046507726,0.0004653048
-42.5,44.999996,5673,5478,0.00046528672,0.14953494,0.14906965,0.1490696519613266,0.0009303480386733953,0.6202320257822636,-0.00046505872,0.00046528672
-42.5,47.5,5672,5477,0.00046526946,0.14953497,0.1490697,0.14906969666481018,0.0009303033351898138,0.6202022234598759,-0.00046503553,0.00046526946
-42.5,50.0,730,681,0.00046526364,0.14953499,0.14906973,0.14906972646713257,0.0009302735328674261,0.6201823552449508,-0.0004650202,0.00046526364
-40.0,-50.0,687,636,0.0003321069,0.14966767,0.14933556,0.1493355631828308,0.0006644368171691839,0.4429578781127893,-0.0003323434,0.0003321069
-40.0,-47.5,5671,5476,0.0003321229,0.14966765,0.14933553,0.14933553338050842,0.0006644666194915716,0.4429777463277144,-0.00033235044,0.0003321229
-40.0,-44.999996,5670,5475,0.0003321473,0.14966764,0.14933549,0.14933548867702484,0.0006645113229751531,0.4430075486501021,-0.00033236813,0.0003321473
-40.0,-42.5,5669,5474,0.00033216865,0.14966762,0.14933546,0.14933545887470245,0.0006645411252975408,0.4430274168650272,-0.00033238335,0.00033216865
-40.0,-40.0,5668,5473,0.00033218152,0.1496676,0.14933543,0.14933542907238007,0.0006645709276199285,0.4430472850799524,-0.00033240294,0.00033218152
-40.0,-37.5,5667,5472,0.0003321986,0.14966759,0.1493354,0.14933539927005768,0.0006646007299423162,0.4430671532948775,-0.00033241443,0.0003321986
-40.0,-35.0,5666,5471,0.00033221385,0.14966758,0.14933537,0.1493353694677353,0.0006646305322647039,0.4430870215098026,-0.00033242302,0.00033221385
-40.0,-32.5,5665,5470,0.00033222674,0.14966758,0.14933535,0.1493353545665741,0.0006646454334258978,0.4430969556172652,-0.0003324296,0.00033222674
-40.0,-30.0,5664,5469,0.0003322386,0.14966758,0.14933534,0.1493353396654129,0.0006646603345870916,0.4431068897247278,-0.00033243268,0.0003322386
-40.0,-27.500002,5663,5468,0.00033224313,0.14966756,0.14933532,0.1493353247642517,0.0006646752357482855,0.4431168238321903,-0.00033243973,0.00033224313
